FeedbackID,VisitID,FacilityID,FacilityName,SubmissionDate,FeedbackComments
1117,30694,2,Pacific Medical,2024-12-16,"Friendly nurses, wait could be shorter"
1118,20090,2,Pacific Medical,2024-01-28,The team was friendly and attentive
1119,6075,6,Sacramento Valley Hospital,2022-09-21,The team was friendly and attentive
1120,11513,1,Mercy General,2023-04-09,"Wait was typical, staff was okay"
1121,3476,1,Mercy General,2022-05-29,Parking was limited but wait was short
1122,44486,5,Marina Clinic,2025-12-28,"Good care overall, parking could improve"
1123,43301,1,Mercy General,2025-11-29,"Good experience, moderate wait time"
1124,21464,2,Pacific Medical,2024-03-15,"Friendly care team, parking was convenient"
1125,17603,6,Sacramento Valley Hospital,2023-11-22,Staff was friendly and professional
1126,14803,1,Mercy General,2023-08-12,Friendly staff made the visit very comfortable
1127,36655,2,Pacific Medical,2025-05-20,"Good experience, moderate wait time"
1128,33273,2,Pacific Medical,2025-02-16,Parking was limited but wait was short
1129,40783,1,Mercy General,2025-09-21,"Good experience, moderate wait time"
1130,3168,5,Marina Clinic,2022-05-13,"Parking nearby, warm and friendly team"
1131,11745,8,Spokane Specialty Center,2023-04-19,"Parking nearby, warm and friendly team"
1132,43214,8,Spokane Specialty Center,2025-12-01,Parking was limited but wait was short
1133,29002,1,Mercy General,2024-10-31,"Wait was brief, friendly professional staff"
1134,43919,3,Cascade Urgent Care,2025-12-14,The team was friendly and attentive
1135,41938,8,Spokane Specialty Center,2025-10-29,"Great care, friendly staff and easy parking"
1136,15804,1,Mercy General,2023-09-25,Friendly staff made the visit very comfortable
1137,34291,2,Pacific Medical,2025-03-15,Parking was easy and the staff was friendly
1138,15896,4,Cascade Specialty Center,2023-09-26,"Average visit, parking was fine"
1139,40051,3,Cascade Urgent Care,2025-09-04,"Good experience, moderate wait time"
1140,35258,1,Mercy General,2025-04-14,Parking was limited but wait was short
1141,8074,1,Mercy General,2022-12-12,Friendly staff made the visit very comfortable
1142,8027,2,Pacific Medical,2022-12-09,"Parking near entrance, wait was average"
1143,23444,2,Pacific Medical,2024-05-15,"Wait was reasonable, parking was fine"
1144,2968,1,Mercy General,2022-05-11,Wait was short and staff very friendly
1145,6191,1,Mercy General,2022-09-26,"Wait too long, parking lot was full"
1146,18081,1,Mercy General,2023-12-09,"Friendly and fast, excellent experience"
1147,3874,1,Mercy General,2022-06-12,Parking was limited but wait was short
1148,7416,1,Mercy General,2022-11-18,Parking was limited but wait was short
1149,41077,1,Mercy General,2025-10-02,"Friendly and fast, excellent experience"
1150,2113,1,Mercy General,2022-04-05,"Parking nearby, warm and friendly team"
1151,31652,1,Mercy General,2025-01-02,"Parking nearby, warm and friendly team"
1152,26059,2,Pacific Medical,2024-08-02,"Average visit, parking was fine"
1153,11751,6,Sacramento Valley Hospital,2023-04-20,"Wait was typical, staff was okay"
1154,6616,5,Marina Clinic,2022-10-17,Parking was available and the care was great
1155,37976,2,Pacific Medical,2025-07-03,"Staff professional, some wait time"
1156,17573,1,Mercy General,2023-11-26,"Parking near entrance, wait was average"
1157,28819,4,Cascade Specialty Center,2024-10-28,Parking was easy and the staff was friendly
1158,28368,2,Pacific Medical,2024-10-15,"Good care overall, parking could improve"
1159,37493,3,Cascade Urgent Care,2025-06-19,Parking was available and the care was great
1160,14210,6,Sacramento Valley Hospital,2023-07-18,Friendly staff but parking was difficult
1161,44057,2,Pacific Medical,2025-12-18,"Parking available, wait was acceptable"
1162,35893,2,Pacific Medical,2025-04-29,"Parking available, wait was acceptable"
1163,28808,1,Mercy General,2024-10-28,"No wait at all, extremely friendly service"
1164,40159,6,Sacramento Valley Hospital,2025-09-06,"Decent experience, wait a bit long"
1165,4132,8,Spokane Specialty Center,2022-06-26,"Friendly and fast, excellent experience"
1166,4799,3,Cascade Urgent Care,2022-07-22,"Parking nearby, warm and friendly team"
1167,37290,1,Mercy General,2025-06-09,"Wait was manageable, friendly team"
1168,3346,2,Pacific Medical,2022-05-27,Parking was difficult to find
1169,17481,5,Marina Clinic,2023-11-17,Wait was short and staff very friendly
1170,41888,1,Mercy General,2025-10-27,Friendly nurses throughout my stay
1171,37794,3,Cascade Urgent Care,2025-06-22,Friendly nurses throughout my stay
1172,16121,2,Pacific Medical,2023-10-08,"Parking near entrance, wait was average"
1173,6004,1,Mercy General,2022-09-19,"Good experience, moderate wait time"
1174,40957,1,Mercy General,2025-09-27,Parking was easy and the staff was friendly
1175,2547,1,Mercy General,2022-04-18,"Average visit, parking was fine"
1176,24489,2,Pacific Medical,2024-06-12,Staff was friendly and professional
1177,32423,2,Pacific Medical,2025-01-20,"Friendly doctor, clean and welcoming facility"
1178,21992,1,Mercy General,2024-03-29,"No wait at all, extremely friendly service"
1179,34654,6,Sacramento Valley Hospital,2025-03-29,"No wait at all, extremely friendly service"
1180,3555,2,Pacific Medical,2022-06-03,Parking was easy and the staff was friendly
1181,22510,2,Pacific Medical,2024-04-16,"Staff professional, some wait time"
1182,36650,3,Cascade Urgent Care,2025-05-24,"Good experience, moderate wait time"
1183,4740,1,Mercy General,2022-07-23,Parking was limited but wait was short
1184,24558,2,Pacific Medical,2024-06-13,Friendly staff made the visit very comfortable
1185,17212,3,Cascade Urgent Care,2023-11-13,"No wait at all, extremely friendly service"
1186,23744,3,Cascade Urgent Care,2024-05-22,"Wait was manageable, friendly team"
1187,411,1,Mercy General,2022-01-22,Parking was limited but wait was short
1188,12428,6,Sacramento Valley Hospital,2023-05-11,"Parking was close, very friendly staff"
1189,37767,1,Mercy General,2025-06-21,"Very friendly doctors, would recommend"
1190,31512,2,Pacific Medical,2024-12-28,"Average visit, parking was fine"
1191,2892,1,Mercy General,2022-05-09,"Good experience, moderate wait time"
1192,8314,1,Mercy General,2022-12-17,"Average visit, parking was fine"
1193,11652,2,Pacific Medical,2023-04-18,"Great care, friendly staff and easy parking"
1194,14096,2,Pacific Medical,2023-07-18,Friendly nurses throughout my stay
1195,15748,6,Sacramento Valley Hospital,2023-09-19,"Wait was typical, staff was okay"
1196,16652,1,Mercy General,2023-10-26,"Average visit, parking was fine"
1197,35083,6,Sacramento Valley Hospital,2025-04-11,"Parking near entrance, wait was average"
1198,31046,6,Sacramento Valley Hospital,2024-12-18,"Decent experience, wait a bit long"
1199,41014,2,Pacific Medical,2025-10-04,Parking took a while but staff friendly
1200,42766,6,Sacramento Valley Hospital,2025-11-16,The team was friendly and attentive
1201,36823,3,Cascade Urgent Care,2025-05-24,Friendly staff made the visit very comfortable
1202,20106,1,Mercy General,2024-01-26,"Staff professional, some wait time"
1203,29151,1,Mercy General,2024-11-04,Parking took a while but staff friendly
1204,16612,6,Sacramento Valley Hospital,2023-10-23,Staff was friendly and professional
1205,6720,5,Marina Clinic,2022-10-21,Friendly staff made the visit very comfortable
1206,31577,1,Mercy General,2025-01-02,"Wait was reasonable, parking was fine"
1207,21257,1,Mercy General,2024-03-06,"Wait was brief, friendly professional staff"
1208,19644,4,Cascade Specialty Center,2024-01-16,Staff was friendly and professional
1209,6140,1,Mercy General,2022-09-25,The team was friendly and attentive
1210,11667,1,Mercy General,2023-04-15,"Wait was manageable, friendly team"
1211,6674,5,Marina Clinic,2022-10-18,"Wait was brief, friendly professional staff"
1212,25042,2,Pacific Medical,2024-06-30,"Friendly nurses, wait could be shorter"
1213,40338,1,Mercy General,2025-09-12,"Great care, friendly staff and easy parking"
1214,41542,8,Spokane Specialty Center,2025-10-19,"Wait was brief, friendly professional staff"
1215,23120,2,Pacific Medical,2024-05-04,Friendly staff but parking was difficult
1216,17806,4,Cascade Specialty Center,2023-12-01,"Friendly care team, parking was convenient"
1217,24609,1,Mercy General,2024-06-19,Friendly staff but parking was difficult
1218,23534,2,Pacific Medical,2024-05-16,"Parking available, wait was acceptable"
1219,17735,2,Pacific Medical,2023-12-01,"Good care overall, parking could improve"
1220,24504,2,Pacific Medical,2024-06-18,"Friendly care team, parking was convenient"
1221,25097,3,Cascade Urgent Care,2024-07-04,"Friendly front desk, minimal wait time"
1222,2490,5,Marina Clinic,2022-04-19,"Decent experience, wait a bit long"
1223,14091,1,Mercy General,2023-07-12,"Wait was brief, friendly professional staff"
1224,30221,5,Marina Clinic,2024-12-04,"Good care overall, parking could improve"
1225,10344,1,Mercy General,2023-02-23,"Great care, friendly staff and easy parking"
1226,15370,1,Mercy General,2023-09-07,"Wait was brief, friendly professional staff"
1227,26202,1,Mercy General,2024-08-08,"Quick service, very friendly nursing staff"
1228,1334,4,Cascade Specialty Center,2022-02-25,Friendly nurses throughout my stay
1229,33060,4,Cascade Specialty Center,2025-02-09,Friendly nurses throughout my stay
1230,36971,2,Pacific Medical,2025-05-31,"Quick service, very friendly nursing staff"
1231,7927,7,Emerald Urgent Care,2022-12-03,"Great care, friendly staff and easy parking"
1232,39028,2,Pacific Medical,2025-07-29,"Parking near entrance, wait was average"
1233,8143,1,Mercy General,2022-12-15,"Good experience, moderate wait time"
1234,20198,1,Mercy General,2024-02-01,"Wait was typical, staff was okay"
1235,34454,2,Pacific Medical,2025-03-21,"Wait was typical, staff was okay"
1236,15120,3,Cascade Urgent Care,2023-08-27,Parking was easy and the staff was friendly
1237,44131,4,Cascade Specialty Center,2025-12-19,The team was friendly and attentive
1238,24379,1,Mercy General,2024-06-08,"Friendly front desk, minimal wait time"
1239,23516,2,Pacific Medical,2024-05-18,Friendly staff but parking was difficult
1240,5198,4,Cascade Specialty Center,2022-08-15,Friendly nurses throughout my stay
1241,37530,2,Pacific Medical,2025-06-14,"Parking near entrance, wait was average"
1242,34699,1,Mercy General,2025-03-26,Friendly nurses throughout my stay
1243,19265,6,Sacramento Valley Hospital,2024-01-07,"Quick service, very friendly nursing staff"
1244,40526,1,Mercy General,2025-09-14,"Friendly nurses, wait could be shorter"
1245,27208,2,Pacific Medical,2024-09-06,Parking was limited but wait was short
1246,29418,5,Marina Clinic,2024-11-13,"Parking near entrance, wait was average"
1247,2736,3,Cascade Urgent Care,2022-05-02,"Average visit, parking was fine"
1248,33242,2,Pacific Medical,2025-02-14,Parking was easy and the staff was friendly
1249,39402,5,Marina Clinic,2025-08-09,"Friendly front desk, minimal wait time"
1250,17179,4,Cascade Specialty Center,2023-11-09,Friendly staff made the visit very comfortable
1251,36497,2,Pacific Medical,2025-05-18,"Friendly nurses, wait could be shorter"
1252,39135,1,Mercy General,2025-08-06,Friendly staff but parking was difficult
1253,23492,2,Pacific Medical,2024-05-12,"Friendly and fast, excellent experience"
1254,34220,2,Pacific Medical,2025-03-15,"Good experience, moderate wait time"
1255,40794,6,Sacramento Valley Hospital,2025-09-27,Parking took a while but staff friendly
1256,30208,2,Pacific Medical,2024-12-05,"Wait was manageable, friendly team"
1257,41176,7,Emerald Urgent Care,2025-10-07,Parking was easy and the staff was friendly
1258,13903,2,Pacific Medical,2023-07-07,Friendly staff made the visit very comfortable
1259,9569,8,Spokane Specialty Center,2023-01-27,"Average visit, parking was fine"
1260,2307,2,Pacific Medical,2022-04-09,"Quick service, very friendly nursing staff"
1261,41835,1,Mercy General,2025-10-23,Parking was limited but wait was short
1262,7340,5,Marina Clinic,2022-11-17,"Friendly and fast, excellent experience"
1263,38616,3,Cascade Urgent Care,2025-07-21,"Parking nearby, warm and friendly team"
1264,21976,2,Pacific Medical,2024-03-25,"Wait was reasonable, parking was fine"
1265,2714,1,Mercy General,2022-05-01,Friendly nurses throughout my stay
1266,38849,4,Cascade Specialty Center,2025-07-29,Friendly nurses throughout my stay
1267,12916,1,Mercy General,2023-05-29,"Wait too long, parking lot was full"
1268,36320,2,Pacific Medical,2025-05-14,"Wait was reasonable, parking was fine"
1269,9083,4,Cascade Specialty Center,2023-01-09,The team was friendly and attentive
1270,14995,5,Marina Clinic,2023-08-23,"Friendly care team, parking was convenient"
1271,39951,2,Pacific Medical,2025-08-30,Parking was limited but wait was short
1272,14349,5,Marina Clinic,2023-07-27,Wait was short and staff very friendly
1273,39976,2,Pacific Medical,2025-09-04,Parking took a while but staff friendly
1274,10851,3,Cascade Urgent Care,2023-03-19,"Wait was reasonable, parking was fine"
1275,7390,6,Sacramento Valley Hospital,2022-11-13,"Good experience, moderate wait time"
1276,12361,1,Mercy General,2023-05-09,"Good care overall, parking could improve"
1277,25030,1,Mercy General,2024-07-03,"Friendly doctor, clean and welcoming facility"
1278,16262,4,Cascade Specialty Center,2023-10-08,The team was friendly and attentive
1279,18985,1,Mercy General,2023-12-30,"Parking near entrance, wait was average"
1280,41163,1,Mercy General,2025-10-02,"Great care, friendly staff and easy parking"
1281,44116,2,Pacific Medical,2025-12-17,"Wait too long, parking lot was full"
1282,22968,1,Mercy General,2024-04-29,"Wait was brief, friendly professional staff"
1283,253,3,Cascade Urgent Care,2022-01-14,"Great care, friendly staff and easy parking"
1284,7002,2,Pacific Medical,2022-11-04,Friendly staff but parking was difficult
1285,7505,5,Marina Clinic,2022-11-17,Parking was available and the care was great
1286,43309,6,Sacramento Valley Hospital,2025-12-04,"Wait was brief, friendly professional staff"
1287,37570,3,Cascade Urgent Care,2025-06-17,"Wait was manageable, friendly team"
1288,33965,3,Cascade Urgent Care,2025-03-07,Wait was short and staff very friendly
1289,42553,4,Cascade Specialty Center,2025-11-14,Wait was short and staff very friendly
1290,3034,4,Cascade Specialty Center,2022-05-11,"Staff professional, some wait time"
1291,35721,1,Mercy General,2025-04-26,"Friendly nurses, wait could be shorter"
1292,13806,5,Marina Clinic,2023-07-04,Friendly staff made the visit very comfortable
1293,43624,6,Sacramento Valley Hospital,2025-12-12,Parking was limited but wait was short
1294,44326,3,Cascade Urgent Care,2025-12-23,"Parking near entrance, wait was average"
1295,9788,4,Cascade Specialty Center,2023-02-05,"Parking near entrance, wait was average"
1296,36704,8,Spokane Specialty Center,2025-05-26,Friendly staff made the visit very comfortable
1297,12376,1,Mercy General,2023-05-11,"Wait was typical, staff was okay"
1298,2308,1,Mercy General,2022-04-12,Parking was limited but wait was short
1299,11372,1,Mercy General,2023-04-06,"Very friendly doctors, would recommend"
1300,25671,1,Mercy General,2024-07-19,Friendly staff made the visit very comfortable
1301,5818,1,Mercy General,2022-09-09,"No wait at all, extremely friendly service"
1302,43194,6,Sacramento Valley Hospital,2025-11-27,Parking took a while but staff friendly
1303,29019,7,Emerald Urgent Care,2024-11-02,"Decent experience, wait a bit long"
1304,43410,4,Cascade Specialty Center,2025-12-06,Friendly staff made the visit very comfortable
1305,37317,5,Marina Clinic,2025-06-08,"Average visit, parking was fine"
1306,13546,6,Sacramento Valley Hospital,2023-06-20,"Staff professional, some wait time"
1307,18495,4,Cascade Specialty Center,2023-12-19,"Wait was brief, friendly professional staff"
1308,26875,1,Mercy General,2024-09-02,"Staff professional, some wait time"
1309,8953,4,Cascade Specialty Center,2023-01-07,"Decent experience, wait a bit long"
1310,9760,1,Mercy General,2023-01-30,"No wait at all, extremely friendly service"
1311,20315,1,Mercy General,2024-02-06,"Parking was close, very friendly staff"
1312,42717,4,Cascade Specialty Center,2025-11-18,Friendly staff made the visit very comfortable
1313,3457,6,Sacramento Valley Hospital,2022-05-31,The team was friendly and attentive
1314,33227,3,Cascade Urgent Care,2025-02-12,"Wait was reasonable, parking was fine"
1315,32824,6,Sacramento Valley Hospital,2025-01-29,Staff was friendly and professional
1316,34693,7,Emerald Urgent Care,2025-03-25,Wait was short and staff very friendly
1317,134,8,Spokane Specialty Center,2022-01-12,"Great care, friendly staff and easy parking"
1318,14901,1,Mercy General,2023-08-17,Parking was limited but wait was short
1319,41458,6,Sacramento Valley Hospital,2025-10-11,"Decent experience, wait a bit long"
1320,1968,2,Pacific Medical,2022-03-28,"Parking nearby, warm and friendly team"
1321,26125,6,Sacramento Valley Hospital,2024-08-02,Friendly staff made the visit very comfortable
1322,25836,2,Pacific Medical,2024-07-27,"Staff professional, some wait time"
1323,33802,8,Spokane Specialty Center,2025-03-03,"Friendly care team, parking was convenient"
1324,12734,2,Pacific Medical,2023-05-24,Parking was available and the care was great
1325,6868,6,Sacramento Valley Hospital,2022-10-27,Long wait and unfriendly front desk
1326,43934,2,Pacific Medical,2025-12-16,"Good experience, moderate wait time"
1327,21799,2,Pacific Medical,2024-03-20,Friendly staff but parking was difficult
1328,25474,2,Pacific Medical,2024-07-12,"Wait was manageable, friendly team"
1329,34184,2,Pacific Medical,2025-03-16,Staff was friendly and professional
1330,18522,2,Pacific Medical,2023-12-19,"Good care overall, parking could improve"
1331,30754,2,Pacific Medical,2024-12-12,The team was friendly and attentive
1332,23146,2,Pacific Medical,2024-05-01,"Wait was typical, staff was okay"
1333,20514,1,Mercy General,2024-02-09,The team was friendly and attentive
1334,11641,2,Pacific Medical,2023-04-12,"Very friendly doctors, would recommend"
1335,16056,7,Emerald Urgent Care,2023-09-30,Friendly staff made the visit very comfortable
1336,29858,2,Pacific Medical,2024-11-27,"Wait was typical, staff was okay"
1337,35079,1,Mercy General,2025-04-08,"Staff professional, some wait time"
1338,22919,8,Spokane Specialty Center,2024-04-25,Parking was available and the care was great
1339,34506,3,Cascade Urgent Care,2025-03-25,"Friendly and fast, excellent experience"
1340,40280,1,Mercy General,2025-09-06,Friendly nurses throughout my stay
1341,18085,2,Pacific Medical,2023-12-08,Parking took a while but staff friendly
1342,40788,4,Cascade Specialty Center,2025-09-27,Staff was friendly and professional
1343,15001,2,Pacific Medical,2023-08-21,Parking took a while but staff friendly
1344,31805,5,Marina Clinic,2025-01-03,"Friendly front desk, minimal wait time"
1345,31334,6,Sacramento Valley Hospital,2024-12-24,"Wait was manageable, friendly team"
1346,8168,1,Mercy General,2022-12-11,Parking was available and the care was great
1347,27911,2,Pacific Medical,2024-10-02,Friendly nurses throughout my stay
1348,38910,8,Spokane Specialty Center,2025-07-30,"Wait was manageable, friendly team"
1349,3971,1,Mercy General,2022-06-16,"Wait was reasonable, parking was fine"
1350,20905,5,Marina Clinic,2024-02-20,"Friendly doctor, clean and welcoming facility"
1351,5612,3,Cascade Urgent Care,2022-08-31,Friendly nurses throughout my stay
1352,25669,1,Mercy General,2024-07-18,"Parking was close, very friendly staff"
1353,25968,2,Pacific Medical,2024-07-26,"No wait at all, extremely friendly service"
1354,2794,7,Emerald Urgent Care,2022-04-30,"Quick service, very friendly nursing staff"
1355,22026,1,Mercy General,2024-03-28,"Average visit, parking was fine"
1356,8590,1,Mercy General,2022-12-21,"Great care, friendly staff and easy parking"
1357,42133,1,Mercy General,2025-10-31,"Good experience, moderate wait time"
1358,38794,2,Pacific Medical,2025-07-27,"Staff professional, some wait time"
1359,37236,1,Mercy General,2025-06-06,"No wait at all, extremely friendly service"
1360,24697,1,Mercy General,2024-06-20,Wait was short and staff very friendly
1361,35992,6,Sacramento Valley Hospital,2025-05-04,Friendly staff made the visit very comfortable
1362,35444,2,Pacific Medical,2025-04-15,"Parking near entrance, wait was average"
1363,44149,3,Cascade Urgent Care,2025-12-17,"Friendly doctor, clean and welcoming facility"
1364,7571,2,Pacific Medical,2022-11-20,"Good experience, moderate wait time"
1365,14907,2,Pacific Medical,2023-08-19,"Parking near entrance, wait was average"
1366,38610,3,Cascade Urgent Care,2025-07-17,"Parking was close, very friendly staff"
1367,14086,2,Pacific Medical,2023-07-15,"Good experience, moderate wait time"
1368,17432,2,Pacific Medical,2023-11-21,Parking was limited but wait was short
1369,24713,1,Mercy General,2024-06-22,"Friendly and fast, excellent experience"
1370,7301,1,Mercy General,2022-11-14,"Friendly care team, parking was convenient"
1371,19058,3,Cascade Urgent Care,2023-12-28,"Wait was reasonable, parking was fine"
1372,41283,1,Mercy General,2025-10-12,"Decent experience, wait a bit long"
1373,3776,2,Pacific Medical,2022-06-10,"Friendly nurses, wait could be shorter"
1374,7977,7,Emerald Urgent Care,2022-12-04,Friendly staff but parking was difficult
1375,8831,3,Cascade Urgent Care,2022-12-29,"Great care, friendly staff and easy parking"
1376,17243,5,Marina Clinic,2023-11-13,"Parking was close, very friendly staff"
1377,31626,3,Cascade Urgent Care,2025-01-01,"Good care overall, parking could improve"
1378,14500,2,Pacific Medical,2023-08-02,"Staff professional, some wait time"
1379,1773,1,Mercy General,2022-03-21,"Friendly nurses, wait could be shorter"
1380,6390,5,Marina Clinic,2022-10-04,"Decent experience, wait a bit long"
1381,13076,1,Mercy General,2023-06-05,Friendly nurses throughout my stay
1382,14825,5,Marina Clinic,2023-08-13,Friendly staff made the visit very comfortable
1383,6052,6,Sacramento Valley Hospital,2022-09-21,"Staff professional, some wait time"
1384,38957,3,Cascade Urgent Care,2025-08-01,"Friendly care team, parking was convenient"
1385,21952,4,Cascade Specialty Center,2024-03-27,"Staff professional, some wait time"
1386,25781,2,Pacific Medical,2024-07-24,Friendly staff but parking was difficult
1387,43665,6,Sacramento Valley Hospital,2025-12-09,"Parking near entrance, wait was average"
1388,24307,3,Cascade Urgent Care,2024-06-07,"Friendly care team, parking was convenient"
1389,9543,4,Cascade Specialty Center,2023-01-25,Friendly staff made the visit very comfortable
1390,28035,1,Mercy General,2024-10-07,"Wait was typical, staff was okay"
1391,10528,1,Mercy General,2023-03-05,"Staff professional, some wait time"
1392,26392,7,Emerald Urgent Care,2024-08-09,Parking was available and the care was great
1393,17894,1,Mercy General,2023-12-05,"Parking nearby, warm and friendly team"
1394,7210,1,Mercy General,2022-11-07,"Quick service, very friendly nursing staff"
1395,34255,1,Mercy General,2025-03-14,"Good care overall, parking could improve"
1396,42896,2,Pacific Medical,2025-11-23,"Average visit, parking was fine"
1397,1450,2,Pacific Medical,2022-03-05,"Friendly and fast, excellent experience"
1398,23359,2,Pacific Medical,2024-05-10,Friendly nurses throughout my stay
1399,36883,5,Marina Clinic,2025-05-26,Wait was short and staff very friendly
1400,5581,2,Pacific Medical,2022-08-31,"Good experience, moderate wait time"
1401,34391,2,Pacific Medical,2025-03-18,Parking was limited but wait was short
1402,8048,4,Cascade Specialty Center,2022-12-11,Friendly staff made the visit very comfortable
1403,3220,1,Mercy General,2022-05-18,Friendly staff but parking was difficult
1404,40042,1,Mercy General,2025-08-31,"Parking near entrance, wait was average"
1405,17434,1,Mercy General,2023-11-16,"Friendly doctor, clean and welcoming facility"
1406,21341,1,Mercy General,2024-03-05,"Friendly care team, parking was convenient"
1407,5489,2,Pacific Medical,2022-08-29,"Good care overall, parking could improve"
1408,12678,3,Cascade Urgent Care,2023-05-20,"Friendly front desk, minimal wait time"
1409,29712,1,Mercy General,2024-11-20,"Friendly nurses, wait could be shorter"
1410,11666,2,Pacific Medical,2023-04-18,Parking took a while but staff friendly
1411,26728,4,Cascade Specialty Center,2024-08-27,Wait was short and staff very friendly
1412,17059,6,Sacramento Valley Hospital,2023-11-08,"Friendly care team, parking was convenient"
1413,42519,1,Mercy General,2025-11-10,Friendly staff made the visit very comfortable
1414,28021,2,Pacific Medical,2024-10-05,Parking took a while but staff friendly
1415,7310,2,Pacific Medical,2022-11-09,Friendly staff but parking was difficult
1416,16910,6,Sacramento Valley Hospital,2023-11-06,Staff was friendly and professional
1417,44066,1,Mercy General,2025-12-17,Friendly staff but parking was difficult
1418,8081,5,Marina Clinic,2022-12-09,"Good care overall, parking could improve"
1419,11329,1,Mercy General,2023-04-03,"Friendly doctor, clean and welcoming facility"
1420,17197,6,Sacramento Valley Hospital,2023-11-14,Friendly nurses throughout my stay
1421,35553,4,Cascade Specialty Center,2025-04-20,"Wait was brief, friendly professional staff"
1422,23450,3,Cascade Urgent Care,2024-05-14,Parking was easy and the staff was friendly
1423,33465,2,Pacific Medical,2025-02-20,Staff was friendly and professional
1424,22329,1,Mercy General,2024-04-09,"Friendly nurses, wait could be shorter"
1425,18538,6,Sacramento Valley Hospital,2023-12-17,"Friendly and fast, excellent experience"
1426,24172,3,Cascade Urgent Care,2024-06-04,"Parking near entrance, wait was average"
1427,7219,2,Pacific Medical,2022-11-08,"Average visit, parking was fine"
1428,18745,3,Cascade Urgent Care,2023-12-21,"Friendly care team, parking was convenient"
1429,15379,5,Marina Clinic,2023-09-06,Parking took a while but staff friendly
1430,25009,1,Mercy General,2024-07-02,"No wait at all, extremely friendly service"
1431,51,2,Pacific Medical,2022-01-08,Friendly staff but parking was difficult
1432,10885,2,Pacific Medical,2023-03-21,"Parking near entrance, wait was average"
1433,378,1,Mercy General,2022-01-19,"Wait was typical, staff was okay"
1434,2086,6,Sacramento Valley Hospital,2022-03-31,"Wait was reasonable, parking was fine"
1435,25278,1,Mercy General,2024-07-08,"Friendly nurses, wait could be shorter"
1436,25536,1,Mercy General,2024-07-17,"Hard to find parking, disappointing wait"
1437,29964,4,Cascade Specialty Center,2024-12-01,Parking was available and the care was great
1438,4112,7,Emerald Urgent Care,2022-06-27,"Good experience, moderate wait time"
1439,20637,3,Cascade Urgent Care,2024-02-15,"Good experience, moderate wait time"
1440,5723,2,Pacific Medical,2022-09-11,"Good experience, moderate wait time"
1441,14127,1,Mercy General,2023-07-15,"No wait at all, extremely friendly service"
1442,27225,6,Sacramento Valley Hospital,2024-09-06,"Parking nearby, warm and friendly team"
1443,42443,1,Mercy General,2025-11-09,"Decent experience, wait a bit long"
1444,14080,4,Cascade Specialty Center,2023-07-16,Wait was short and staff very friendly
1445,37105,2,Pacific Medical,2025-06-06,Staff was friendly and professional
1446,23132,1,Mercy General,2024-05-03,"Average visit, parking was fine"
1447,14980,7,Emerald Urgent Care,2023-08-23,"Friendly and fast, excellent experience"
1448,26509,2,Pacific Medical,2024-08-19,"Parking near entrance, wait was average"
1449,26353,1,Mercy General,2024-08-12,"Decent experience, wait a bit long"
1450,7384,3,Cascade Urgent Care,2022-11-12,"Friendly doctor, clean and welcoming facility"
1451,10239,7,Emerald Urgent Care,2023-02-21,"Decent experience, wait a bit long"
1452,22660,2,Pacific Medical,2024-04-18,"Parking available, wait was acceptable"
1453,26677,3,Cascade Urgent Care,2024-08-25,Friendly staff but parking was difficult
1454,6571,3,Cascade Urgent Care,2022-10-11,"Friendly care team, parking was convenient"
1455,11158,2,Pacific Medical,2023-03-25,"Wait was manageable, friendly team"
1456,7802,2,Pacific Medical,2022-12-02,"Friendly nurses, wait could be shorter"
1457,13114,1,Mercy General,2023-06-08,Wait was short and staff very friendly
1458,39513,6,Sacramento Valley Hospital,2025-08-13,"Good experience, moderate wait time"
1459,23795,8,Spokane Specialty Center,2024-05-24,"Very friendly doctors, would recommend"
1460,30040,1,Mercy General,2024-12-02,"Friendly and fast, excellent experience"
1461,18153,1,Mercy General,2023-12-11,"Parking near entrance, wait was average"
1462,42935,1,Mercy General,2025-11-25,Parking was available and the care was great
1463,30888,2,Pacific Medical,2024-12-19,Friendly staff made the visit very comfortable
1464,41809,2,Pacific Medical,2025-10-22,"Parking was close, very friendly staff"
1465,31179,1,Mercy General,2024-12-22,Parking was limited but wait was short
1466,17479,2,Pacific Medical,2023-11-22,"Wait was typical, staff was okay"
1467,14753,1,Mercy General,2023-08-13,"Staff professional, some wait time"
1468,41841,1,Mercy General,2025-10-26,Friendly nurses throughout my stay
1469,18456,3,Cascade Urgent Care,2023-12-14,Parking was available and the care was great
1470,12632,2,Pacific Medical,2023-05-24,Parking was available and the care was great
1471,9322,7,Emerald Urgent Care,2023-01-15,"Friendly front desk, minimal wait time"
1472,7400,1,Mercy General,2022-11-18,"Parking available, wait was acceptable"
1473,6292,3,Cascade Urgent Care,2022-10-05,Staff was friendly and professional
1474,35452,2,Pacific Medical,2025-04-17,Parking took a while but staff friendly
1475,25705,2,Pacific Medical,2024-07-19,"Great care, friendly staff and easy parking"
1476,23207,4,Cascade Specialty Center,2024-05-07,"Friendly care team, parking was convenient"
1477,38938,8,Spokane Specialty Center,2025-07-27,"Parking nearby, warm and friendly team"
1478,31843,3,Cascade Urgent Care,2025-01-04,Staff was friendly and professional
1479,31896,3,Cascade Urgent Care,2025-01-05,Friendly nurses throughout my stay
1480,22518,1,Mercy General,2024-04-12,Parking was easy and the staff was friendly
