cis,nom_medicament,cause,classification,date_evenement,code_atc,molecule,laboratoire,nb_patients_ville,est_antihistaminique,annee,mois,trimestre,saison_allergies,cause_categorie
67460027,"lodoz 5 mg/6,25 mg, comprimé pelliculé",Autre,risque,2023-06-09,C07BB07,Bisoprolol et thiazidiques,merck sante,40000.0,False,2023,6,2,1,Autre
69989424,"flecaïne l.p. 150 mg, gélule à libération prolongée","Défaut d'approvisionnement en Matière Première, Augmentation du volume de vente",risque,2023-07-05,C01BC04,Flécaïnide,viatris medical,60000.0,False,2023,7,3,0,Augmentation demande
62744027,"levetiracetam teva 250 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-05-02,N03AX14,Lévétiracétam,teva (pays-bas),3000.0,False,2023,5,2,1,Capacite production
60562734,"rosuvastatine bgr 10 mg, comprimé pelliculé","Capacité de production insuffisante, Défaut d'approvisionnement en Matière Première",risque,2023-07-12,C10AA07,Rosuvastatine,biogaran,70000.0,False,2023,7,3,0,Capacite production
61403425,"effexor l.p. 75 mg, gélule à libération prolongée",Défaut d'approvisionnement en Article de Conditionnement,risque,2021-09-29,N06AX16,Venlafaxine,viatris up,70000.0,False,2021,9,3,0,Approvisionnement matiere
60125777,"cyamemazine viatris 100 mg, comprimé pelliculé sécable",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-09-15,N05AA06,Cyamémazine,viatris sante,8000.0,False,2022,9,3,0,Approvisionnement matiere
66335558,"inspra 25 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2024-04-19,C03DA04,Eplérénone,viatris up,30000.0,False,2024,4,2,1,Augmentation demande
61161203,"ciprofloxacine teva 250 mg, comprimé pelliculé sécable",Autre,risque,2023-11-09,J01MA02,Ciprofloxacine,teva sante,10000.0,False,2023,11,4,0,Autre
62744027,"levetiracetam teva 250 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2022-09-01,N03AX14,Lévétiracétam,teva (pays-bas),3000.0,False,2022,9,3,0,Capacite production
62744027,"levetiracetam teva 250 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2024-01-16,N03AX14,Lévétiracétam,teva (pays-bas),3000.0,False,2024,1,1,0,Capacite production
60379544,"artane 2 mg, comprimé","Défaut d'approvisionnement en Article de Conditionnement, Capacité de production insuffisante",risque,2022-07-13,N04AA01,Trihexyphénidyl,neuraxpharm france,10000.0,False,2022,7,3,0,Capacite production
66241856,"sulpiride teva 200 mg, comprimé sécable",Augmentation du volume de vente,risque,2023-10-11,N05AL01,Sulpiride,teva sante,1000.0,False,2023,10,4,0,Augmentation demande
66241856,"sulpiride teva 200 mg, comprimé sécable",Augmentation du volume de vente,risque,2024-03-19,N05AL01,Sulpiride,teva sante,1000.0,False,2024,3,1,1,Augmentation demande
66241856,"sulpiride teva 200 mg, comprimé sécable","Défaut d'approvisionnement en Matière Première, Augmentation du volume de vente",risque,2024-09-04,N05AL01,Sulpiride,teva sante,1000.0,False,2024,9,3,0,Augmentation demande
68133651,"previscan 20 mg, comprimé quadrisécable",Défaut d'approvisionnement en Matière Première,risque,2022-08-15,B01AA12,Fluindione,merck sante,700000.0,False,2022,8,3,0,Approvisionnement matiere
68133651,"previscan 20 mg, comprimé quadrisécable",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-11-14,B01AA12,Fluindione,merck sante,700000.0,False,2022,11,4,0,Approvisionnement matiere
66335558,"inspra 25 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-01-31,C03DA04,Eplérénone,viatris up,30000.0,False,2023,1,1,0,Capacite production
67460027,"lodoz 5 mg/6,25 mg, comprimé pelliculé",Autre,risque,2022-11-21,C07BB07,Bisoprolol et thiazidiques,merck sante,40000.0,False,2022,11,4,0,Autre
69989424,"flecaïne l.p. 150 mg, gélule à libération prolongée","Problème de transport/logistique, Augmentation du volume de vente",risque,2022-11-11,C01BC04,Flécaïnide,viatris medical,60000.0,False,2022,11,4,0,Augmentation demande
65335982,"paracetamol eg 500 mg, gélule",Augmentation du volume de vente,risque,2022-07-23,N02BE01,Paracétamol,eg labo - laboratoires eurogenerics,60000.0,False,2022,7,3,0,Augmentation demande
60562734,"rosuvastatine bgr 10 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,risque,2022-08-05,C10AA07,Rosuvastatine,biogaran,70000.0,False,2022,8,3,0,Approvisionnement matiere
64760254,"xeplion 150 mg, suspension injectable à libération prolongée",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-01,N05AX13,Palipéridone,janssen cilag international nv,10000.0,False,2021,9,3,0,Autre
60977940,"ezetimibe zentiva 10 mg, comprimé",Transfert de site,risque,2024-09-23,C10AX09,Ezétimibe,zentiva france,40000.0,False,2024,9,3,0,Autre
60977940,"ezetimibe zentiva 10 mg, comprimé",Capacité de production insuffisante,risque,2024-12-13,C10AX09,Ezétimibe,zentiva france,40000.0,False,2024,12,4,0,Capacite production
64760254,"xeplion 150 mg, suspension injectable à libération prolongée",Autre,risque,2023-12-31,N05AX13,Palipéridone,janssen cilag international nv,10000.0,False,2023,12,4,0,Autre
63321667,"perindopril/amlodipine zentiva 8 mg/10 mg, comprimé","Capacité de production insuffisante, Augmentation du volume de vente",risque,2023-03-06,C09BB04,Périndopril et amlodipine,zentiva france,30000.0,False,2023,3,1,1,Augmentation demande
63321667,"perindopril/amlodipine zentiva 8 mg/10 mg, comprimé","Augmentation du volume de vente, Capacité de production insuffisante",risque,2023-02-17,C09BB04,Périndopril et amlodipine,zentiva france,30000.0,False,2023,2,1,0,Augmentation demande
60977940,"ezetimibe zentiva 10 mg, comprimé",Capacité de production insuffisante,risque,2023-04-17,C10AX09,Ezétimibe,zentiva france,40000.0,False,2023,4,2,1,Capacite production
61164690,"ceftriaxone zentiva 1 g/10 ml, poudre et solvant pour solution injectable (iv)",Capacité de production insuffisante,risque,2023-09-18,J01DD04,Ceftriaxone,zentiva france,5000.0,False,2023,9,3,0,Capacite production
66614262,"xeplion 100 mg, suspension injectable à libération prolongée",Autre,risque,2023-12-31,N05AX13,Palipéridone,janssen cilag international nv,20000.0,False,2023,12,4,0,Autre
63201575,"rosuvastatine zentiva 5 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-02-20,C10AA07,Rosuvastatine,zentiva france,90000.0,False,2023,2,1,0,Capacite production
63201575,"rosuvastatine zentiva 5 mg, comprimé pelliculé","Augmentation du volume de vente, Capacité de production insuffisante",risque,2023-04-24,C10AA07,Rosuvastatine,zentiva france,90000.0,False,2023,4,2,1,Augmentation demande
63118574,"venlafaxine zentiva lp 75 mg, gélule à libération prolongée","Transfert de site, Augmentation du volume de vente",risque,2023-07-28,N06AX16,Venlafaxine,zentiva france,40000.0,False,2023,7,3,0,Augmentation demande
66614262,"xeplion 100 mg, suspension injectable à libération prolongée",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-01,N05AX13,Palipéridone,janssen cilag international nv,20000.0,False,2021,9,3,0,Autre
66082724,"amoxicilline arrow 500 mg, gélule",Augmentation du volume de vente,risque,2023-06-22,J01CA04,Amoxicilline,arrow generiques,300000.0,False,2023,6,2,1,Augmentation demande
60977940,"ezetimibe zentiva 10 mg, comprimé","Capacité de production insuffisante, Augmentation du volume de vente",risque,2023-06-23,C10AX09,Ezétimibe,zentiva france,40000.0,False,2023,6,2,1,Augmentation demande
60977940,"ezetimibe zentiva 10 mg, comprimé",Autre,risque,2022-12-05,C10AX09,Ezétimibe,zentiva france,40000.0,False,2022,12,4,0,Autre
62772966,"paracetamol eg 1 g, comprimé","Défaut d'approvisionnement en Matière Première, Augmentation du volume de vente",risque,2022-07-04,N02BE01,Paracétamol,eg labo - laboratoires eurogenerics,400000.0,False,2022,7,3,0,Augmentation demande
60713079,"xeplion 75 mg, suspension injectable à libération prolongée",Autre,risque,2023-12-31,N05AX13,Palipéridone,janssen cilag international nv,10000.0,False,2023,12,4,0,Autre
67755020,"paracetamol eg 1000 mg, comprimé effervescent sécable",Augmentation du volume de vente,risque,2022-09-01,N02BE01,Paracétamol,eg labo - laboratoires eurogenerics,60000.0,False,2022,9,3,0,Augmentation demande
69546215,"paracetamol eg 500 mg, comprimé effervescent",Augmentation du volume de vente,risque,2022-08-31,N02BE01,Paracétamol,eg labo - laboratoires eurogenerics,10000.0,False,2022,8,3,0,Augmentation demande
69962313,"gabapentine zydus 300 mg, gélule",Augmentation du volume de vente,risque,2022-07-18,N02BF01,Gabapentine,zydus france,1000.0,False,2022,7,3,0,Augmentation demande
64333487,"bridion 100 mg/ml, solution injectable",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-11-15,V03AB35,Sugammadex,merck sharp & dohme (pays-bas),,False,2021,11,4,0,Autre
64333487,"bridion 100 mg/ml, solution injectable",Autre,risque,2021-09-06,V03AB35,Sugammadex,merck sharp & dohme (pays-bas),,False,2021,9,3,0,Autre
69715252,"amoxicilline/acide clavulanique teva 100 mg/12,5 mg par ml nourrissons, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)",Augmentation du volume de vente,risque,2024-01-31,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,teva sante,20000.0,False,2024,1,1,0,Augmentation demande
60977940,"ezetimibe zentiva 10 mg, comprimé",Capacité de production insuffisante,risque,2022-06-27,C10AX09,Ezétimibe,zentiva france,40000.0,False,2022,6,2,1,Capacite production
60556852,"amoxicilline/acide clavulanique zentiva lab 1 g/125 mg adultes, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)","Problème de transport/logistique, Augmentation du volume de vente",risque,2023-07-24,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,glaxosmithkline,200000.0,False,2023,7,3,0,Augmentation demande
60713079,"xeplion 75 mg, suspension injectable à libération prolongée",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-01,N05AX13,Palipéridone,janssen cilag international nv,10000.0,False,2021,9,3,0,Autre
61768203,"ofloxacine zentiva 200 mg, comprimé pelliculé sécable",Capacité de production insuffisante,risque,2022-07-04,J01MA01,Ofloxacine,zentiva france,90000.0,False,2022,7,3,0,Capacite production
68716209,"xeplion 25 mg, suspension injectable à libération prolongée",Autre,risque,2023-12-31,N05AX13,Palipéridone,janssen cilag international nv,3000.0,False,2023,12,4,0,Autre
68716209,"xeplion 25 mg, suspension injectable à libération prolongée",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-01,N05AX13,Palipéridone,janssen cilag international nv,3000.0,False,2021,9,3,0,Autre
60562734,"rosuvastatine bgr 10 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,risque,2023-03-21,C10AA07,Rosuvastatine,biogaran,70000.0,False,2023,3,1,1,Approvisionnement matiere
67657505,"perindopril arginine/indapamide biogaran 5 mg/1,25 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-07-17,C09BA04,Perindopril et diurétiques,biogaran,100000.0,False,2023,7,3,0,Capacite production
62087670,"vaqta 50 u/1 ml, suspension injectable en seringue préremplie. vaccin de l’hépatite a, inactivé, adsorbé. pour adultes",Augmentation du volume de vente,risque,2022-07-07,J07BC02,"Hépatite A, virus entier inactivé",msd france,30000.0,False,2022,7,3,0,Augmentation demande
66862471,"moxifloxacine viatris 400 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2022-08-31,J01MA14,Moxifloxacine,viatris sante,10000.0,False,2022,8,3,0,Augmentation demande
64181442,"flebogamma dif 100 mg/ml, solution pour perfusion",Autre,risque,2023-01-11,J06BA02,Immunoglobulines humaines normales pour administration intravasculaire,instituto grifols,,False,2023,1,1,0,Autre
64181442,"flebogamma dif 100 mg/ml, solution pour perfusion",Problème de transport/logistique,risque,2023-04-17,J06BA02,Immunoglobulines humaines normales pour administration intravasculaire,instituto grifols,,False,2023,4,2,1,Logistique
64181442,"flebogamma dif 100 mg/ml, solution pour perfusion",Problème de transport/logistique,risque,2023-11-10,J06BA02,Immunoglobulines humaines normales pour administration intravasculaire,instituto grifols,,False,2023,11,4,0,Logistique
64181442,"flebogamma dif 100 mg/ml, solution pour perfusion",Augmentation du volume de vente,risque,2024-04-05,J06BA02,Immunoglobulines humaines normales pour administration intravasculaire,instituto grifols,,False,2024,4,2,1,Augmentation demande
65662980,"dermestril 50 microgrammes/24 heures, dispositif transdermique",Augmentation du volume de vente,risque,2022-07-11,G03CA03,Estradiol,exeltis healthcare (espagne),7000.0,False,2022,7,3,0,Augmentation demande
62645506,"victoza 6 mg/ml, solution injectable en stylo prérempli","Capacité de production insuffisante, Augmentation du volume de vente",risque,2022-09-30,A10BJ02,Liraglutide,novo nordisk (danemark),100000.0,False,2022,9,3,0,Augmentation demande
66862471,"moxifloxacine viatris 400 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2024-03-04,J01MA14,Moxifloxacine,viatris sante,10000.0,False,2024,3,1,1,Capacite production
67838060,"atrovent 0,25 mg/1 ml enfants, solution pour inhalation par nébuliseur en récipient unidose",Augmentation du volume de vente,risque,2022-05-09,R03BB01,Bromure d'ipratropium,boehringer ingelheim france,1000.0,False,2022,5,2,1,Augmentation demande
62768665,"ketamine panpharma 10 mg/ml, solution injectable (i.v.-i.m.)",Difficulté réglementaire,risque,2024-01-15,N01AX03,Kétamine,panpharma,,False,2024,1,1,0,Autre
65857496,"fluoxetine arrow 20 mg, gélule",Augmentation du volume de vente,risque,2023-02-16,N06AB03,Fluoxétine,arrow generiques,40000.0,False,2023,2,1,0,Augmentation demande
62839991,"fucidine nourrissons 100 mg/2 ml, suspension buvable en flacon",Augmentation du volume de vente,risque,2023-04-01,J01XC01,Acide fusidique,laboratoires leo,5000.0,False,2023,4,2,1,Augmentation demande
69116135,"cyclophosphamide sandoz 1000 mg, poudre pour solution injectable ou pour perfusion",Autre,risque,2024-01-15,L01AA01,Cyclophosphamide,sandoz,,False,2024,1,1,0,Autre
60480810,"xultophy 100 unités/ml + 3,6 mg/ml, solution injectable",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-01,A10AE56,Insuline dégludec et liraglutide,novo nordisk (danemark),50000.0,False,2021,9,3,0,Autre
68373358,"ultravist 300 (300 mg d'iode/ml), solution injectable",Capacité de production insuffisante,risque,2023-12-04,V08AB05,Iopromide,bayer healthcare,100000.0,False,2023,12,4,0,Capacite production
62278832,"novorapid pumpcart 100 unités/ml, solution injectable en cartouche",Capacité de production insuffisante,risque,2023-09-15,A10AB05,Insuline asparte,novo nordisk (danemark),6000.0,False,2023,9,3,0,Capacite production
67240942,"beclospray 50 microgrammes/dose, solution pour inhalation en flacon pressurisé",Augmentation du volume de vente,risque,2022-07-20,R03BA01,Béclométasone,chiesi,9000.0,False,2022,7,3,0,Augmentation demande
67240942,"beclospray 50 microgrammes/dose, solution pour inhalation en flacon pressurisé",Augmentation du volume de vente,risque,2022-11-14,R03BA01,Béclométasone,chiesi,9000.0,False,2022,11,4,0,Augmentation demande
68373358,"ultravist 300 (300 mg d'iode/ml), solution injectable",Capacité de production insuffisante,risque,2023-05-02,V08AB05,Iopromide,bayer healthcare,100000.0,False,2023,5,2,1,Capacite production
68373358,"ultravist 300 (300 mg d'iode/ml), solution injectable",Capacité de production insuffisante,risque,2023-08-31,V08AB05,Iopromide,bayer healthcare,100000.0,False,2023,8,3,0,Capacite production
68373358,"ultravist 300 (300 mg d'iode/ml), solution injectable",Capacité de production insuffisante,risque,2023-10-27,V08AB05,Iopromide,bayer healthcare,100000.0,False,2023,10,4,0,Capacite production
69984085,"atropine alcon 1 pour cent, collyre",Problème de transport/logistique,risque,2023-05-30,S01FA01,Atropine,laboratoires alcon,80000.0,False,2023,5,2,1,Logistique
68373358,"ultravist 300 (300 mg d'iode/ml), solution injectable",Capacité de production insuffisante,risque,2023-11-24,V08AB05,Iopromide,bayer healthcare,100000.0,False,2023,11,4,0,Capacite production
60455586,"quinapril hydrochlorothiazide eg 20 mg/12,5 mg, comprimé pelliculé sécable",Capacité de production insuffisante,risque,2024-05-31,C09BA06,Quinapril et diurétiques,eg labo - laboratoires eurogenerics,4000.0,False,2024,5,2,1,Capacite production
69984085,"atropine alcon 1 pour cent, collyre",Augmentation du volume de vente,risque,2021-10-15,S01FA01,Atropine,laboratoires alcon,80000.0,False,2021,10,4,0,Augmentation demande
63945271,"exforge hct 5 mg/160 mg/25 mg, comprimé pelliculé",Autre,risque,2022-10-05,C09DX01,"Valsartan, amlodipine et hydrochlorothiazide",novartis europharm (irlande),,False,2022,10,4,0,Autre
60423446,"insulatard penfill 100 unités internationales/ml, suspension injectable en cartouche",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-01,A10AC01,Insuline humaine,novo nordisk (danemark),1000.0,False,2021,9,3,0,Autre
68373358,"ultravist 300 (300 mg d'iode/ml), solution injectable",Capacité de production insuffisante,risque,2024-03-01,V08AB05,Iopromide,bayer healthcare,100000.0,False,2024,3,1,1,Capacite production
60480810,"xultophy 100 unités/ml + 3,6 mg/ml, solution injectable",Capacité de production insuffisante,risque,2023-10-30,A10AE56,Insuline dégludec et liraglutide,novo nordisk (danemark),50000.0,False,2023,10,4,0,Capacite production
60480810,"xultophy 100 unités/ml + 3,6 mg/ml, solution injectable",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2022-01-17,A10AE56,Insuline dégludec et liraglutide,novo nordisk (danemark),50000.0,False,2022,1,1,0,Autre
68373358,"ultravist 300 (300 mg d'iode/ml), solution injectable",Augmentation du volume de vente,risque,2024-11-30,V08AB05,Iopromide,bayer healthcare,100000.0,False,2024,11,4,0,Augmentation demande
60455586,"quinapril hydrochlorothiazide eg 20 mg/12,5 mg, comprimé pelliculé sécable",Augmentation du volume de vente,risque,2022-07-01,C09BA06,Quinapril et diurétiques,eg labo - laboratoires eurogenerics,4000.0,False,2022,7,3,0,Augmentation demande
60455586,"quinapril hydrochlorothiazide eg 20 mg/12,5 mg, comprimé pelliculé sécable",Capacité de production insuffisante,risque,2024-05-31,C09BA06,Quinapril et diurétiques,eg labo - laboratoires eurogenerics,4000.0,False,2024,5,2,1,Capacite production
69116135,"cyclophosphamide sandoz 1000 mg, poudre pour solution injectable ou pour perfusion",Autre,risque,2024-03-20,L01AA01,Cyclophosphamide,sandoz,,False,2024,3,1,1,Autre
67657505,"perindopril arginine/indapamide biogaran 5 mg/1,25 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2022-10-25,C09BA04,Perindopril et diurétiques,biogaran,100000.0,False,2022,10,4,0,Capacite production
68604982,"resitune 75 mg, comprimé gastro-résistant",Augmentation du volume de vente,risque,2022-09-12,B01AC06,Acide acétylsalicylique,pfizer holding france,600000.0,False,2022,9,3,0,Augmentation demande
60181733,"xylocaine 10 mg/ml sans conservateur, solution injectable",Augmentation du volume de vente,risque,2024-04-27,N01BB02,Lidocaïne,aspen pharma trading (irlande),700000.0,False,2024,4,2,1,Augmentation demande
62756524,"avaxim 160 u, suspension injectable en seringue préremplie. vaccin de l'hépatite a (inactivé, adsorbé)",Augmentation du volume de vente,risque,2022-07-04,J07BC02,"Hépatite A, virus entier inactivé",sanofi winthrop industrie,10000.0,False,2022,7,3,0,Augmentation demande
62756524,"avaxim 160 u, suspension injectable en seringue préremplie. vaccin de l'hépatite a (inactivé, adsorbé)",Augmentation du volume de vente,risque,2023-10-16,J07BC02,"Hépatite A, virus entier inactivé",sanofi winthrop industrie,10000.0,False,2023,10,4,0,Augmentation demande
62756524,"avaxim 160 u, suspension injectable en seringue préremplie. vaccin de l'hépatite a (inactivé, adsorbé)",Augmentation du volume de vente,risque,2024-07-26,J07BC02,"Hépatite A, virus entier inactivé",sanofi winthrop industrie,10000.0,False,2024,7,3,0,Augmentation demande
60639248,"xylocaine visqueuse 2 pour cent, gel oral",Autre,risque,2022-10-11,N01BB02,Lidocaïne,aspen pharma trading (irlande),100000.0,False,2022,10,4,0,Autre
60639248,"xylocaine visqueuse 2 pour cent, gel oral",Capacité de production insuffisante,risque,2023-05-17,N01BB02,Lidocaïne,aspen pharma trading (irlande),100000.0,False,2023,5,2,1,Capacite production
64419961,"delstrigo 100 mg/300 mg/245 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2022-08-28,J05AR24,"Lamivudine, ténofovir disoproxil et doravirine",merck sharp & dohme (pays-bas),3000.0,False,2022,8,3,0,Augmentation demande
68604982,"resitune 75 mg, comprimé gastro-résistant",Augmentation du volume de vente,risque,2022-09-14,B01AC06,Acide acétylsalicylique,pfizer holding france,600000.0,False,2022,9,3,0,Augmentation demande
63063793,"sertraline biogaran 50 mg, gélule","Défaut d'approvisionnement en Article de Conditionnement, Augmentation du volume de vente",risque,2022-08-08,N06AB06,Sertraline,biogaran,200000.0,False,2022,8,3,0,Augmentation demande
68566407,"pamidronate de sodium hospira 9 mg/ml, solution à diluer pour perfusion",Autre,risque,2022-08-12,M05BA03,Acide pamidronique,pfizer holding france,,False,2022,8,3,0,Autre
62188712,"temodal 100 mg, gélule",Autre,risque,2022-08-15,L01AX03,Témozolomide,merck sharp & dohme (pays-bas),,False,2022,8,3,0,Autre
62188712,"temodal 100 mg, gélule",Augmentation du volume de vente,risque,2022-10-10,L01AX03,Témozolomide,merck sharp & dohme (pays-bas),,False,2022,10,4,0,Augmentation demande
64127601,"levofolinate de calcium zentiva 10 mg/ml, solution injectable (im/iv)",Augmentation du volume de vente,risque,2022-08-22,V03AF04,Lévofolinate de calcium,zentiva france,,False,2022,8,3,0,Augmentation demande
67657505,"perindopril arginine/indapamide biogaran 5 mg/1,25 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2022-08-08,C09BA04,Perindopril et diurétiques,biogaran,100000.0,False,2022,8,3,0,Capacite production
60181733,"xylocaine 10 mg/ml sans conservateur, solution injectable",Autre,risque,2023-07-19,N01BB02,Lidocaïne,aspen pharma trading (irlande),700000.0,False,2023,7,3,0,Autre
69847791,"xanax 0,25 mg, comprimé sécable",Capacité de production insuffisante,risque,2022-07-15,N05BA12,Alprazolam,viatris up,90000.0,False,2022,7,3,0,Capacite production
63210923,"ozempic 1 mg, solution injectable en stylo prérempli",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-01,A10BJ06,Sémaglutide,novo nordisk (danemark),100000.0,False,2021,9,3,0,Autre
66791654,"abilify 15 mg, comprimé orodispersible",Augmentation du volume de vente,risque,2022-08-12,N05AX12,Aripiprazole,otsuka pharmaceutical netherlands (pays bas),3000.0,False,2022,8,3,0,Augmentation demande
63077978,"propranolol teva l p 160 mg, gélule à libération prolongée",Autre,risque,2023-10-10,C07AA05,Propranolol,teva sante,100000.0,False,2023,10,4,0,Autre
63077978,"propranolol teva l p 160 mg, gélule à libération prolongée",Autre,risque,2024-11-27,C07AA05,Propranolol,teva sante,100000.0,False,2024,11,4,0,Autre
66279287,"atorvastatine teva sante 10 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2023-03-31,C10AA05,Atorvastatine,teva sante,300000.0,False,2023,3,1,1,Augmentation demande
66279287,"atorvastatine teva sante 10 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2023-06-07,C10AA05,Atorvastatine,teva sante,300000.0,False,2023,6,2,1,Augmentation demande
66279287,"atorvastatine teva sante 10 mg, comprimé pelliculé","Augmentation du volume de vente, Capacité de production insuffisante",risque,2023-06-01,C10AA05,Atorvastatine,teva sante,300000.0,False,2023,6,2,1,Augmentation demande
64337254,"trandolapril viatris 2 mg, gélule",Autre,risque,2023-12-15,C09AA10,Trandolapril,viatris sante,20000.0,False,2023,12,4,0,Autre
65613353,"fluoxetine arrow 20 mg/5 ml, solution buvable",Capacité de production insuffisante,risque,2023-01-18,N06AB03,Fluoxétine,arrow generiques,5000.0,False,2023,1,1,0,Capacite production
63945271,"exforge hct 5 mg/160 mg/25 mg, comprimé pelliculé",Autre,risque,2023-02-22,C09DX01,"Valsartan, amlodipine et hydrochlorothiazide",novartis europharm (irlande),,False,2023,2,1,0,Autre
65613353,"fluoxetine arrow 20 mg/5 ml, solution buvable",Augmentation du volume de vente,risque,2023-08-09,N06AB03,Fluoxétine,arrow generiques,5000.0,False,2023,8,3,0,Augmentation demande
61331730,"colchimax, comprimé pelliculé sécable",Défaut d'approvisionnement en Matière Première,risque,2022-07-22,M04AC01,Colchicine,laboratoires mayoly spindler,500000.0,False,2022,7,3,0,Approvisionnement matiere
61331730,"colchimax, comprimé pelliculé sécable",Autre,risque,2024-02-26,M04AC01,Colchicine,laboratoires mayoly spindler,500000.0,False,2024,2,1,0,Autre
61331730,"colchimax, comprimé pelliculé sécable",Capacité de production insuffisante,risque,2024-06-10,M04AC01,Colchicine,laboratoires mayoly spindler,500000.0,False,2024,6,2,1,Capacite production
64847937,"venlafaxine eg labo lp 37,5 mg, gélule à libération prolongée",Augmentation du volume de vente,risque,2022-07-27,N06AX16,Venlafaxine,eg labo - laboratoires eurogenerics,20000.0,False,2022,7,3,0,Augmentation demande
64847937,"venlafaxine eg labo lp 37,5 mg, gélule à libération prolongée",Augmentation du volume de vente,risque,2023-12-26,N06AX16,Venlafaxine,eg labo - laboratoires eurogenerics,20000.0,False,2023,12,4,0,Augmentation demande
67122698,"propranolol biogaran 40 mg, comprimé sécable",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-27,C07AA05,Propranolol,biogaran,200000.0,False,2021,9,3,0,Autre
63690098,"tasigna 150 mg, gélule",Augmentation du volume de vente,risque,2024-11-22,L01EA03,Nilotinib,novartis europharm (irlande),2000.0,False,2024,11,4,0,Augmentation demande
66430942,"effexor l.p. 37,5 mg, gélule à libération prolongée",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-09-30,N06AX16,Venlafaxine,viatris up,60000.0,False,2022,9,3,0,Approvisionnement matiere
66430942,"effexor l.p. 37,5 mg, gélule à libération prolongée",Défaut d'approvisionnement en Article de Conditionnement,risque,2023-01-06,N06AX16,Venlafaxine,viatris up,60000.0,False,2023,1,1,0,Approvisionnement matiere
60997163,"zymad 80 000 ui, solution buvable en ampoule",Augmentation du volume de vente,risque,2021-08-25,A11CC05,Colécalciférol,viatris medical,3000000.0,False,2021,8,3,0,Augmentation demande
68522898,"rocuronium kalceks 10 mg/ml, solution injectable/pour perfusion",Problème de transport/logistique,risque,2023-02-22,M03AC09,Bromure de rocuronium,as kalceks (lettonie),,False,2023,2,1,0,Logistique
69441965,"zymad 50 000 ui, solution buvable en ampoule",Augmentation du volume de vente,risque,2024-03-01,A11CC05,Colécalciférol,viatris medical,4000000.0,False,2024,3,1,1,Augmentation demande
69441965,"zymad 50 000 ui, solution buvable en ampoule",Capacité de production insuffisante,risque,2023-02-24,A11CC05,Colécalciférol,viatris medical,4000000.0,False,2023,2,1,0,Capacite production
69441965,"zymad 50 000 ui, solution buvable en ampoule",Augmentation du volume de vente,risque,2022-05-10,A11CC05,Colécalciférol,viatris medical,4000000.0,False,2022,5,2,1,Augmentation demande
65265384,"enalapril/lercanidipine teva 20 mg/20 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-05-12,C09BB02,Enalapril et lercanidipine,teva sante,30000.0,False,2023,5,2,1,Capacite production
65265384,"enalapril/lercanidipine teva 20 mg/20 mg, comprimé pelliculé",Autre,risque,2023-06-27,C09BB02,Enalapril et lercanidipine,teva sante,30000.0,False,2023,6,2,1,Autre
65265384,"enalapril/lercanidipine teva 20 mg/20 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-08-09,C09BB02,Enalapril et lercanidipine,teva sante,30000.0,False,2023,8,3,0,Capacite production
65265384,"enalapril/lercanidipine teva 20 mg/20 mg, comprimé pelliculé",Autre,risque,2023-09-11,C09BB02,Enalapril et lercanidipine,teva sante,30000.0,False,2023,9,3,0,Autre
