titre,date_creation,date_maj,date_debut,date_fin,statut,type_produit,domaine_medical,url_ansm,dci_extraite,nom_commercial,dci_norm,annee_debut,mois_debut,annee_mois,en_cours,is_rupture,is_tension,loaded_at,source,ATC1,ATC2,ATC3,ATC4,ATC5,L_ATC5,ATC4_source
"Minirin 2,5 μg/dose, solution pour pulvérisation nasale – [desmopressine]",2026-02-20,,2026-05-31,,Arrêt de commercialisation,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/minirin-2-5-mg-dose-solution-pour-pulverisation-nasale-desmopressine,desmopressine,"Minirin 2,5 μg/dose, solution pour pulvérisation nasale",desmopressine,2026,5,2026-05,1,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Gastrografine 370 mg d'iode/mL, solution buvable ou rectale – [amidotrizoate de sodium/méglumine (amidotrizoate de)]",2026-02-18,,2026-02-16,,Rupture de stock,Médicaments,"Imagerie/Radiologie, Médecine nucléaire",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/gastrografine-370-mg-diode-ml-solution-buvable-ou-rectale-amidotrizoate-de-sodium-meglumine-amidotrizoate-de,amidotrizoate de sodium/méglumine (amidotrizoate de),"Gastrografine 370 mg d'iode/mL, solution buvable ou rectale",amidotrizoate de sodium/méglumine,2026,2,2026-02,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Quinimax 125 mg, comprimé pelliculé sécable – [cinchonidine (monochlorhydrate de) monohydraté/cinchonine (chlorhydrate de) dihydraté/quinidine (chlorhydrate de) monohydraté/quinine (chlorhydrate de)]",2026-02-18,,2026-02-06,,Tension d'approvisionnement,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/quinimax-125-mg-comprime-pellicule-secable-cinchonidine-monochlorhydrate-de-monohydrate-cinchonine-chlorhydrate-de-dihydrate-quinidine-chlorhydrate-de-monohydrate-quinine-chlorhydrate-de,cinchonidine (monochlorhydrate de) monohydraté/cinchonine (chlorhydrate de) dihydraté/quinidine (chlorhydrate de) monohydraté/quinine (chlorhydrate de),"Quinimax 125 mg, comprimé pelliculé sécable",cinchonidine monohydraté/cinchonine dihydraté/quinidine monohydraté/quinine,2026,2,2026-02,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
Coli-genta AP-HP 27 mg – 50 mg gélule enfant – [colistine ; gentamicine],2026-02-17,,2025-11-30,,Rupture de stock,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/coli-genta-ap-hp-27-mg-50-mg-gelule-enfant-colistine-gentamicine,colistine ; gentamicine,Coli,colistine ; gentamicine,2025,11,2025-11,1,1,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
Coli-genta AP-HP 135 mg – 100 mg gélule adulte – [colistine ; gentamicine],2026-02-17,,2026-02-06,,Tension d'approvisionnement,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/coli-genta-ap-hp-135-mg-100-mg-gelule-adulte-colistine-gentamicine,colistine ; gentamicine,Coli,colistine ; gentamicine,2026,2,2026-02,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Fer AP-HP 2,5 mg nourrisson gélule – [fer (sous forme de sulfate ferreux heptahydraté)]",2025-11-24,2026-02-17,2025-11-19,,Rupture de stock,Médicaments,Hématologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fer-ap-hp-2-5-mg-nourrisson-gelule-fer-sous-forme-de-sulfate-ferreux-heptahydrate,fer (sous forme de sulfate ferreux heptahydraté),Fer AP,fer,2025,11,2025-11,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Lepticur 10 mg, comprimé – [tropatépine (chlorhydrate de)]",2026-01-22,2026-02-12,2026-01-12,,Tension d'approvisionnement,Médicaments,Neurologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lepticur-10-mg-comprime-tropatepine-chlorhydrate-de,tropatépine (chlorhydrate de),"Lepticur 10 mg, comprimé",tropatépine,2026,1,2026-01,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Farmorubicine 10 mg, poudre pour solution pour perfusion – [épirubicine (chlorhydrate d')]",2025-03-17,2026-02-11,2025-03-14,,Rupture de stock,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/farmorubicine-10-mg-poudre-pour-solution-pour-perfusion-epirubicine-chlorhydrate-d,épirubicine (chlorhydrate d'),"Farmorubicine 10 mg, poudre pour solution pour perfusion",épirubicine,2025,3,2025-03,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Norcholesterol iodé [131I] CIS Bio International 7,5 à 15 MBq/mL solution injectable [Référence: Norchol-131] – [6-iodométhylnorcholestérol [131 I]]",2026-01-29,2026-02-11,2026-01-23,,Rupture de stock,Médicaments,"Imagerie/Radiologie, Médecine nucléaire",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/norcholesterol-iode-131i-cis-bio-international-7-5-a-15-mbq-ml-solution-injectable-reference-norchol-131-6-iodomethylnorcholesterol-131-i,131I,Norcholesterol iodé,131i,2026,1,2026-01,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Nexpovio 20 mg, comprimé pelliculé – [sélinexor]",2026-02-02,2026-02-10,2026-02-10,2026-02-10,Remise à disposition,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/nexpovio-20-mg-comprime-pellicule-selinexor,sélinexor,"Nexpovio 20 mg, comprimé pelliculé",sélinexor,2026,2,2026-02,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Rifinah 300 mg/150 mg, comprimé enrobé – [isoniazide, rifampicine]",2024-03-22,2026-02-05,2024-02-15,,Tension d'approvisionnement,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/rifinah-300-mg-150-mg-comprime-enrobe-isoniazide-rifampicine,"isoniazide, rifampicine","Rifinah 300 mg/150 mg, comprimé enrobé","isoniazide, rifampicine",2024,2,2024-02,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Trulicity 0,75 mg, 1,5 mg, 3 mg, 4,5 mg, solution injectable en stylo pré-rempli – [dulaglutide]",2022-09-23,2026-02-02,2026-02-02,2026-02-02,Remise à disposition,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/trulicity-0-75-mg-1-5-mg-3-mg-4-5-mg-solution-injectable-en-stylo-pre-rempli-dulaglutide,dulaglutide,"Trulicity 0,75 mg, 1,5 mg, 3 mg, 4,5 mg, solution injectable en stylo pré",dulaglutide,2026,2,2026-02,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Locametz 25 microgrammes, trousse pour préparation radiopharmaceutique – [gozétotide]",2026-01-23,2026-02-02,2026-02-02,2026-02-02,Remise à disposition,Médicaments,Imagerie/Radiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/locametz-25-microgrammes-trousse-pour-preparation-radiopharmaceutique-gozetotide,gozétotide,"Locametz 25 microgrammes, trousse pour préparation radiopharmaceutique",gozétotide,2026,2,2026-02,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Vitamine A Dulcis 25 000 U.I. pour 100 g, pommade ophtalmique - (importation de Vitamine A Blache) – [concentrât de vitamine A synthétique, forme huileuse]",2023-06-20,2026-01-30,2025-06-30,,Arrêt de commercialisation,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/vitamine-a-dulcis-25-000-u-i-pour-100-g-pommade-ophtalmique-concentrat-de-vitamine-a-synthetique-forme-huileuse,"concentrât de vitamine A synthétique, forme huileuse","Vitamine A Dulcis 25 000 U.I. pour 100 g, pommade ophtalmique","concentrât de vitamine a synthétique, forme huileuse",2025,6,2025-06,1,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Paracétamol, formes suppositoires 300 mg, 200 mg, 150 mg, 100 mg et 80 mg – [Paracétamol]",2022-07-12,2026-01-29,2025-12-15,2025-12-15,Remise à disposition,Médicaments,Traitement de la douleur,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/paracetamol-formes-suppositoires-300-mg-200-mg-150-mg-100-mg-et-80-mg-paracetamol,Paracétamol,"Paracétamol, formes suppositoires 300 mg, 200 mg, 150 mg, 100 mg et 80 mg",paracétamol,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Lamaline, suppositoire – [caféine, opium (extrait sec d'), paracétamol]",2025-10-31,2026-01-28,2023-01-30,,Tension d'approvisionnement,Médicaments,Traitement de la douleur,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lamaline-suppositoire-cafeine-opium-extrait-sec-d-paracetamol,"caféine, opium (extrait sec d'), paracétamol","Lamaline, suppositoire","caféine, opium, paracétamol",2023,1,2023-01,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Recarbrio 500 mg/500 mg/250 mg, poudre pour solution pour perfusion – [cilastatine sodique, imipénem monohydraté, rélébactam monohydraté]",2026-01-27,2026-01-27,2026-01-22,,Tension d'approvisionnement,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/recarbrio-500-mg-500-mg-250-mg-poudre-pour-solution-pour-perfusion-cilastatine-sodique-imipenem-monohydrate-relebactam-monohydrate,"cilastatine sodique, imipénem monohydraté, rélébactam monohydraté","Recarbrio 500 mg/500 mg/250 mg, poudre pour solution pour perfusion","cilastatine sodique, imipénem monohydraté, rélébactam monohydraté",2026,1,2026-01,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Tercian 50 mg/5 ml, solution injectable en ampoule – [cyamémazine]",2025-07-07,2026-01-26,2026-01-26,2026-01-26,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tercian-50-mg-5-ml-solution-injectable-en-ampoule-cyamemazine,cyamémazine,"Tercian 50 mg/5 ml, solution injectable en ampoule",cyamémazine,2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Largactil 100 mg, comprimé pelliculé sécable – [chlorpromazine (chlorhydrate de)]",2025-08-12,2026-01-22,2026-01-22,2026-01-22,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/largactil-100-mg-comprime-pellicule-secable-chlorpromazine-chlorhydrate-de,chlorpromazine (chlorhydrate de),"Largactil 100 mg, comprimé pelliculé sécable",chlorpromazine,2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Largactil 25 mg, comprimé pelliculé – [chlorpromazine (chlorhydrate de)]",2025-10-13,2026-01-22,2026-01-22,2026-01-22,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/largactil-25-mg-comprime-pellicule-chlorpromazine-chlorhydrate-de,chlorpromazine (chlorhydrate de),"Largactil 25 mg, comprimé pelliculé",chlorpromazine,2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Champix 0,5 mg et 1 mg, comprimé pelliculé – [varénicline (tartrate de)]",2025-10-20,2026-01-19,2026-01-12,2026-01-12,Remise à disposition,Médicaments,Addictologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/champix-0-5-mg-et-1-mg-comprime-pellicule-varenicline-tartrate-de,varénicline (tartrate de),"Champix 0,5 mg et 1 mg, comprimé pelliculé",varénicline,2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Laroscorbine 1 g/5 ml, solution injectable I.V. en ampoule – [acide ascorbique]",2025-07-21,2026-01-16,2026-01-16,2026-01-16,Remise à disposition,Médicaments,Hépato-gastroentérologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/laroscorbine-1-g-5-ml-solution-injectable-i-v-en-ampoule-acide-ascorbique,acide ascorbique,"Laroscorbine 1 g/5 ml, solution injectable I.V. en ampoule",acide ascorbique,2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Ioméron 250, 350 et 400 mg Iode/mL, solution injectable en 50-100-200 et 500 mL - [ioméprol]",2023-09-01,2026-01-15,2024-03-18,,Tension d'approvisionnement,Médicaments,Imagerie/Radiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/iomeron-250-350-et-400-mg-iode-ml-solution-injectable-en-50-100-200-et-500-ml-iomeprol,ioméprol,"Ioméron 250, 350 et 400 mg Iode/mL, solution injectable en 50",ioméprol,2024,3,2024-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Boostrixtetra, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire multicomposé) et poliomyélitique (inactivé), (adsorbé, à teneur réduite en antigènes)",2024-10-07,2026-01-15,2025-12-31,2025-12-31,Remise à disposition,"Médicaments, Vaccins",Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/boostrixtetra-suspension-injectable-en-seringue-preremplie-vaccin-diphterique-tetanique-coquelucheux-acellulaire-multicompose-et-poliomyelitique-inactive-adsorbe-a-teneur-reduite-en-antigenes-1,,"Boostrixtetra, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire multicomposé) et poliomyélitique (inactivé), (adsorbé, à teneur réduite en antigènes)",,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Repevax, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire, multicomposé) et poliomyélitique (inactivé), (adsorbé, à teneur réduite en antigène(s))",2024-10-09,2026-01-15,2024-10-02,,Tension d'approvisionnement,Vaccins,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/repevax-suspension-injectable-en-seringue-preremplie-vaccin-diphterique-tetanique-coquelucheux-acellulaire-multicompose-et-poliomyelitique-inactive-adsorbe-a-teneur-reduite-en-antigene-s-1,,"Repevax, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire, multicomposé) et poliomyélitique (inactivé), (adsorbé, à teneur réduite en antigène(s))",,2024,10,2024-10,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Baclofène Zentiva 10 mg, comprimé sécable – [baclofène]",2025-02-10,2026-01-08,2026-01-08,2026-01-08,Remise à disposition,Médicaments,Neurologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/baclofene-zentiva-10-mg-comprime-secable-baclofene,baclofène,"Baclofène Zentiva 10 mg, comprimé sécable",baclofène,2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Méthylphénidate Biogaran, comprimé à libération prolongée – [méthylphénidate (chlorhydrate de)]",2024-07-15,2026-01-07,2026-01-07,2026-01-07,Remise à disposition,Médicaments,"Psychiatrie, Neurologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylphenidate-biogaran-comprime-a-liberation-prolongee-methylphenidate-chlorhydrate-de,méthylphénidate (chlorhydrate de),"Méthylphénidate Biogaran, comprimé à libération prolongée",méthylphénidate,2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Shingrix, poudre et suspension pour suspension injectable. Vaccin zona (recombinant, avec adjuvant) – [antigène glycoprotéine E du Virus Varicelle-Zona (VZV) (recombinant, avec adjuvant) ((mammifère/hamster/cellules CHO))]",2025-06-11,2026-01-07,2026-01-07,2026-01-07,Remise à disposition,Vaccins,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/shingrix-poudre-et-suspension-pour-suspension-injectable-vaccin-zona-recombinant-avec-adjuvant-antigene-glycoproteine-e-du-virus-varicelle-zona-vzv-recombinant-avec-adjuvant-mammifere-hamster-cellules-cho,"antigène glycoprotéine E du Virus Varicelle-Zona (VZV) (recombinant, avec adjuvant) ((mammifère/hamster/cellules CHO))","Shingrix, poudre et suspension pour suspension injectable. Vaccin zona (recombinant, avec adjuvant)",antigène glycoprotéine e du virus varicelle-zona),2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Rispéridone L.P. 25 mg/2 ml, 37,5 mg/2 ml et 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie – [rispéridone]",2024-07-31,2026-01-07,2025-05-12,,Rupture de stock,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/risperidone-l-p-25-mg-2-ml-37-5-mg-2-ml-et-50-mg-2-ml-poudre-et-solvant-pour-suspension-injectable-a-liberation-prolongee-en-seringue-preremplie-risperidone,rispéridone,"Rispéridone L.P. 25 mg/2 ml, 37,5 mg/2 ml et 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie",rispéridone,2025,5,2025-05,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"RisperdalConsta L.P. 25 mg/2 ml, 37,5 mg/2ml et 50 mg/2 ml poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie – [rispéridone]",2025-10-15,2026-01-07,2025-12-29,2025-12-29,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/risperdalconsta-l-p-25-mg-2-ml-37-5-mg-2ml-et-50-mg-2-ml-poudre-et-solvant-pour-suspension-injectable-a-liberation-prolongee-en-seringue-preremplie-risperidone,rispéridone,"RisperdalConsta L.P. 25 mg/2 ml, 37,5 mg/2ml et 50 mg/2 ml poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie",rispéridone,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Atropine 0,3%, collyre – [atropine (sulfate)]",2025-08-27,2026-01-06,2025-12-29,,Arrêt de commercialisation,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/atropine-0-3-collyre-atropine-sulfate,atropine (sulfate),"Atropine 0,3%, collyre",atropine,2025,12,2025-12,1,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Colofoam, mousse rectale – [acétate d'hydrocortisone]",2024-06-03,2025-12-22,2024-02-29,,Rupture de stock,Médicaments,Hépato-gastroentérologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/colofoam-mousse-rectale-acetate-dhydrocortisone,acétate d'hydrocortisone,"Colofoam, mousse rectale",acétate d'hydrocortisone,2024,2,2024-02,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Tolvaptan Biogaran 30 mg, comprimé + Tolvaptan Biogaran 60 mg, comprimé – [tolvaptan]",2025-11-07,2025-12-22,2025-12-22,2025-12-22,Remise à disposition,Médicaments,Néphrologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tolvaptan-biogaran-30-mg-comprime-tolvaptan-biogaran-60-mg-comprime-tolvaptan,tolvaptan,"Tolvaptan Biogaran 30 mg, comprimé + Tolvaptan Biogaran 60 mg, comprimé",tolvaptan,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
Trandolapril 2 mg et 4 mg – [trandolapril],2024-09-30,2025-12-17,2024-07-04,,Tension d'approvisionnement,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/trandolapril-2-mg-et-4-mg-trandolapril,trandolapril,Trandolapril 2 mg et 4 mg,trandolapril,2024,7,2024-07,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Trandolapril 0,5 mg, gélule – [trandolapril]",2024-10-02,2025-12-17,2025-12-01,2025-12-01,Remise à disposition,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/trandolapril-0-5-mg-gelule-trandolapril,trandolapril,"Trandolapril 0,5 mg, gélule",trandolapril,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Tildiem 25 mg, poudre et solution pour préparation injectable I.V. – [diltiazem (chlorhydrate de)]",2025-11-07,2025-12-17,2025-10-21,,Tension d'approvisionnement,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tildiem-25-mg-poudre-et-solution-pour-preparation-injectable-i-v-diltiazem-chlorhydrate-de,diltiazem (chlorhydrate de),"Tildiem 25 mg, poudre et solution pour préparation injectable I.V.",diltiazem,2025,10,2025-10,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Fungizone 10 %, suspension buvable – [amphotéricine B]",2022-11-29,2025-12-15,2025-12-15,2025-12-15,Remise à disposition,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fungizone-10-suspension-buvable-amphotericine-b,amphotéricine B,"Fungizone 10 %, suspension buvable",amphotéricine b,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Venlafaxine Viatris 50 mg, comprimé pelliculé – [venlafaxine]",2025-05-13,2025-12-15,2025-12-15,2025-12-15,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/venlafaxine-viatris-50-mg-comprime-pellicule-venlafaxine,venlafaxine,"Venlafaxine Viatris 50 mg, comprimé pelliculé",venlafaxine,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Digoxine Nativelle 5 µg/0,1 ml, solution buvable en gouttes – [digoxine]",2025-10-17,2025-12-15,2025-12-15,2025-12-15,Remise à disposition,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/digoxine-nativelle-5-ug-0-1-ml-solution-buvable-en-gouttes-digoxine,digoxine,"Digoxine Nativelle 5 µg/0,1 ml, solution buvable en gouttes",digoxine,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Prednisolone 5 mg et 20 mg, comprimé orodispersible et comprimé effervescent sécable – [prednisolone (métasulfobenzoate sodique de)]",2022-10-06,2025-12-12,2025-12-10,2025-12-10,Remise à disposition,Médicaments,"Dermatologie, Endocrinologie, Hématologie, Hépato-gastroentérologie, Néphrologie, Infectiologie, Neurologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/prednisolone-5-mg-et-20-mg-comprime-orodispersible-et-comprime-effervescent-secable-prednisolone-metasulfobenzoate-sodique-de,prednisolone (métasulfobenzoate sodique de),"Prednisolone 5 mg et 20 mg, comprimé orodispersible et comprimé effervescent sécable",prednisolone,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Prednisone 5 mg et 20 mg, comprimé sécable – [prednisone]",2022-12-28,2025-12-12,2025-12-10,2025-12-10,Remise à disposition,Médicaments,"Dermatologie, Endocrinologie, Hématologie, Néphrologie, Infectiologie, Neurologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/prednisone-5-mg-et-20-mg-comprime-secable-prednisone,prednisone,"Prednisone 5 mg et 20 mg, comprimé sécable",prednisone,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Danatrol 200 mg, gélule – [danazol]",2025-12-04,2025-12-12,2025-12-12,2025-12-12,Remise à disposition,Médicaments,"Dermatologie, Gynécologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/danatrol-200-mg-gelule-danazol,danazol,"Danatrol 200 mg, gélule",danazol,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Hydrocortancyl 2,5 pour cent, suspension injectable – [prednisolone (acétate de)]",2022-08-19,2025-12-11,2025-12-15,2025-12-15,Remise à disposition,Médicaments,"Dermatologie, Ophtalmologie, ORL, Rhumatologie, Infectiologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/hydrocortancyl-2-5-pour-cent-suspension-injectable-prednisolone-acetate-de,prednisolone (acétate de),"Hydrocortancyl 2,5 pour cent, suspension injectable",prednisolone,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,R06,,,fallback_domaine
"Yellox 0,9 mg/ml, collyre en solution – [bromfénac sodique sesquihydraté]",2025-08-11,2025-12-11,2025-12-11,2025-12-11,Remise à disposition,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/yellox-0-9-mg-ml-collyre-en-solution-bromfenac-sodique-sesquihydrate,bromfénac sodique sesquihydraté,"Yellox 0,9 mg/ml, collyre en solution",bromfénac sodique sesquihydraté,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Pyostacine 500 mg, comprimé pelliculé – [pristinamycine]",2022-06-28,2025-12-10,2025-12-10,2025-12-10,Remise à disposition,Médicaments,Anesthésie/Réanimation/Soins intensifs,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/pyostacine-500-mg-comprime-pellicule-pristinamycine,pristinamycine,"Pyostacine 500 mg, comprimé pelliculé",pristinamycine,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,J,J01,J01F,J01FG,J01FG01,PRISTINAMYCINE,openmedic_join
Immunoglobuline humaine normale IV et SC (à base de) – [Immunoglobuline humaine normale (IgG)],2021-04-02,2025-12-08,2021-04-01,,Tension d'approvisionnement,Médicaments,Immunologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/immunoglobuline-humaine-normale-iv-et-sc-a-base-de-immunoglobuline-humaine-normale-igg,Immunoglobuline humaine normale (IgG),Immunoglobuline humaine normale IV et SC (à base de),immunoglobuline humaine normale,2021,4,2021-04,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
Spécialité à base de Sitagliptine 50 mg – [sitagliptine],2025-06-11,2025-12-04,2025-12-01,2025-12-01,Remise à disposition,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/specialite-a-base-de-sitagliptine-50-mg-sitagliptine,sitagliptine,Spécialité à base de Sitagliptine 50 mg,sitagliptine,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Befizal L.P. 400 mg, comprimé enrobé à libération prolongée – [bézafibrate]",2025-08-13,2025-12-02,2025-11-25,,Rupture de stock,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/befizal-l-p-400-mg-comprime-enrobe-a-liberation-prolongee-bezafibrate,bézafibrate,"Befizal L.P. 400 mg, comprimé enrobé à libération prolongée",bézafibrate,2025,11,2025-11,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Cufence 200 mg, gélule – [trientine (dichlorhydrate de)]",2025-11-28,,2025-11-24,,Tension d'approvisionnement,Médicaments,Hépato-gastroentérologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/cufence-200-mg-gelule-trientine-dichlorhydrate-de,trientine (dichlorhydrate de),"Cufence 200 mg, gélule",trientine,2025,11,2025-11,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Néosynéphrine 10 % Faure, collyre en solution – [phényléphrine]",2025-11-19,,2025-11-12,,Tension d'approvisionnement,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/neosynephrine-10-faure-collyre-en-solution-phenylephrine,phényléphrine,"Néosynéphrine 10 % Faure, collyre en solution",phényléphrine,2025,11,2025-11,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
